2.6431698481241863,0.0045974922180175778,89.90000000000002,89.700000000000003,50,21,<function relu at 0x7f5d33d73398>,<function relu at 0x7f5d33d73398>,0,0,100,500,50,1,19,0.05,0.5,10000
0.9443078676859538,0.0031702611446380617,50.289999999999999,49.530000000000008,50,21,<function relu at 0x7fd9fafb8398>,<function relu at 0x7fd9fafb8398>,0,0,100,500,50,1,9,0.1,0.5,10000
0.9356894334157307,0.0046030006408691402,89.90000000000002,89.700000000000003,50,21,<function relu at 0x7fd9fafb8398>,<function relu at 0x7fd9fafb8398>,0,0,100,500,50,1,9,0.1,0.9,10000
0.9845783670743307,0.0046049113273620608,89.90000000000002,89.700000000000003,50,21,<function relu at 0x7fd9fafb8398>,<function relu at 0x7fd9fafb8398>,0,0,100,500,50,1,9,0.1,0.99,10000
2.3458033839861554,0.910319156229496,15.110000000000001,14.82,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,5500,50,1,9,0.05,0.5,54990
2.454959583282471,1.0281453508138656,27.66,27.690000000000005,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,5000,50,1,9,0.05,0.9,49990
2.3649442474047344,2.0002773253917696,77.769999999999996,77.680000000000007,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,4000,50,1,9,0.05,0.99,39990
2.392845598856608,0.26717625094484537,4.7300000000000013,4.46,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,21000,50,1,9,0.01,0.5,209990
2.3735122680664062,0.099551415495603576,4.0599999999999996,3.6799999999999997,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,12500,50,1,9,0.01,0.9,124990
2.4028124809265137,0.14517053897492588,4.370000000000001,3.8399999999999999,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,15000,50,1,9,0.01,0.99,149990
2.4204856355985007,0.16115010340878508,3.7300000000000009,3.4099999999999997,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,8500,50,1,9,0.005,0.5,84990
2.4604506651560465,0.064589387114596317,3.3199999999999998,3.0199999999999996,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,17000,50,1,9,0.005,0.9,169990
2.3837791005770366,0.065170464610680934,4.0499999999999998,3.5499999999999998,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,100,20000,50,1,9,0.005,0.99,199990
1.1027421832084656,0.43580614648759364,8.4100000000000001,7.9000000000000004,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,7200,50,1,9,0.05,0.5,71990
1.121275536219279,0.65730498760938649,13.51,12.490000000000002,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,7000,50,1,9,0.05,0.9,69990
1.0840499480565389,2.3034218013286591,88.650000000000006,89.359999999999999,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,200,50,1,9,0.05,0.99,10000
1.1195433974266051,0.079506211316329428,3.8799999999999999,3.2099999999999995,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,8000,50,1,9,0.01,0.5,79990
1.0828134655952453,0.078207619902677827,3.8999999999999999,3.3299999999999996,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,6200,50,1,9,0.01,0.9,61990
1.094841214021047,0.10724920131266118,4.6500000000000004,4.0499999999999998,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,10000,50,1,9,0.01,0.99,99990
1.090954566001892,0.050329432275029833,3.3399999999999999,2.8900000000000001,50,50,<function relu at 0x7f7120609398>,<function relu at 0x7f7120609398>,0,0,250,8200,50,1,9,0.005,0.5,81990
