result,activation,f_bias,num_layers,initial_lr,lr_factor,lr_min,momentum,batch_size,size
,rel,-7,10,0.780537320174868,0.9759623296928644,1e-05,0.9892309322800492,20,50
,rel,-8,10,0.6106113681552291,0.9870290071774189,1e-05,0.009218075415199478,20,50
,rel,-6,10,0.7134478775632214,0.9729225944593041,1e-05,0.8132286761510193,20,50
,rel,-8,10,0.3790990835943081,0.9281079697020532,1e-05,0.9632252754956377,20,50
,rel,-5,10,0.7833254974102956,0.9186153587909693,1e-05,0.9879991093382268,20,50
,rel,-5,10,0.25212325239513317,0.919428917781125,1e-05,0.769929395637103,20,50
,rel,-4,10,0.5640195354438116,0.9340445155373014,1e-05,0.892959858894732,20,50
0.0634382151660587,tanh,-10,10,0.001355235881999453,0.9613772703461606,1e-05,0.9872333671164252,20,50
6.124176941996081e-05,rel,-4,10,0.0212987547071302,0.9731659659134428,1e-05,0.2663881019637916,20,50
0.00557279600527545,tanh,-4,10,0.0016052249380103989,0.9880826852578538,1e-05,0.6756633368654326,20,50
0.0002271118071898794,rel,-2,10,0.010393495538301665,0.9710110765485871,1e-05,0.9245243690099686,20,50
0.0002623162004007706,tanh,-9,10,0.17985239858275198,0.9802875391673621,1e-05,0.962718141168571,20,50
0.0032178279878891883,rel,-4,10,0.010401863561992129,0.924206370341841,1e-05,0.8613571691077814,20,50
0.025496247481768177,tanh,-9,10,0.0018482896027881856,0.9710188039778748,1e-05,0.6936956645061352,20,50
1.586263289213245e-05,tanh,-7,10,0.08780477893792987,0.9892453989749024,1e-05,0.8992781648208786,20,50
0.0003024174280615569,rel,-8,10,0.001996032082514964,0.98971209117706,1e-05,0.9135304129676546,20,50
2.3011589410305024,tanh,-4,10,0.6828766147552867,0.9537819544371317,1e-05,0.9103872157376173,20,50
0.0008163028421334243,rel,-7,10,0.1138922266824954,0.9047066652967207,1e-05,0.6405434543960138,20,50
0.0010379931045572449,tanh,-6,10,0.007846866842710132,0.9744702230151642,1e-05,0.017985289109085256,20,50
0.006344226601213904,rel,-3,10,0.002835386012909249,0.9665947160259395,1e-05,0.9612067823475192,20,50
0.001807203736515779,tanh,-9,10,0.018090747996103437,0.9449661778562992,1e-05,0.9332428417807043,20,50
