,Running time,XEntropy,Test performance,Best Validation score,Max epochs,N epochs,Activation function - hidden,Activation function - highway,L2_reg parameter,L1_reg parameter,Batch size,Iterations,Hidden neurons per layer,Hidden Layers,Highway Layers,Learning rate,lr_decay,momentum,Patience,b_T
80,0.99583499829,0.000455853455121,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.25,10000,-2
82,0.997710617383,,0.0,inf,50,45,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.75,10000,-2
83,0.985866399606,0.0154748424292,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.75,10000,-2
85,1.00366983414,0.00239634304271,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.75,10000,-2
86,1.00427980026,0.0465210468591,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.9,10000,-2
88,0.986615252495,0.0314297211779,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.9,10000,-2
89,1.07649929921,0.0309041011383,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.9,10000,-2
91,0.981140784423,0.0683012893461,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.99,10000,-2
92,0.97626529932,0.117865194867,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.99,10000,-2
94,1.00351161559,0.0422724272218,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.99,10000,-2
95,1.03103538354,0.0788098854147,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.25,10000,-3
97,1.03519996802,0.0476555047123,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.25,10000,-3
98,0.996494150162,0.000264851274628,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.25,10000,-3
100,0.930671266715,0.000258306113325,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.75,10000,-3
101,0.884505784512,0.0010242430174,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.75,10000,-3
103,0.844436951478,0.00138696479022,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.75,10000,-3
104,0.855741433303,0.00895635360192,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.9,10000,-3
106,1.06020421584,0.000547730182499,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.9,10000,-3
107,1.05620981455,0.000409495825085,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.9,10000,-3
109,0.885741353035,0.0389367030862,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.95,0.99,10000,-3
110,0.807863434156,0.0257579687068,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.97,0.99,10000,-3
112,0.838926251729,0.0131373149123,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.15,0.99,0.99,10000,-3
113,0.842935335636,0.0354982070967,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-1
115,0.766867132982,0.0754992905157,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-1
116,0.763172113895,0.0465636924988,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-1
118,0.768953247865,0.025289276458,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-1
120,0.821465885639,0.0400385204638,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-1
121,0.851199583213,0.00132688378511,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-1
123,0.845984665553,0.0440524177372,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-1
125,0.798958500226,0.0247084949268,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-1
126,1.03570996523,0.00712601154738,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-1
128,0.951015516122,0.0570842798852,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-1
130,0.960589583715,0.0348372369059,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-1
131,0.927688264847,0.0462304864846,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-1
133,1.00224353472,0.00108644423397,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-2
135,0.981833350658,0.0451853095484,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-2
137,0.946536080043,0.000517115485713,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-2
138,0.859956665834,0.0345923174572,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-2
140,0.761394385497,0.000953293070688,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-2
142,0.780461148421,0.00126165722851,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-2
143,0.96906529665,0.0429856172656,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-2
145,0.904929582278,0.0377454771657,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-2
146,0.847944219907,0.0839671802906,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-2
148,0.898154298464,0.0497075749902,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-2
149,0.871974050999,0.124505584349,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-2
151,0.772229417165,0.0210330857489,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-2
152,0.7769952178,0.0483432801821,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-3
154,0.817851817608,0.000864934716436,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-3
155,0.968127950033,0.000454045062297,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-3
157,1.08451236884,0.000330760533277,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-3
158,1.01112035116,0.0294307726246,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-3
160,1.0271257321,0.000568435059071,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-3
161,1.05131423076,0.029753340292,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-3
163,0.93148603042,0.0805215759585,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-3
164,0.790124817689,0.000523054149774,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-3
166,0.779000814756,0.0456273854517,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-3
167,0.748650964101,0.0494829566239,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-3
169,1.00995883544,0.0136389162257,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,<function relu at 0x7fea12451ed8>,0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-3
170,1.02859255075,0.0620463595855,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.25,10000,-1
172,0.973861134052,0.000616591662629,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.25,10000,-1
173,0.972927383582,0.00068360119924,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.25,10000,-1
175,0.980854384104,0.0786752070589,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.75,10000,-1
176,0.887206566334,0.0711599115115,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.75,10000,-1
178,0.845449050268,0.000774709160282,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.75,10000,-1
179,0.837887565295,0.111617325417,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.9,10000,-1
181,0.901097432772,0.0151519451044,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.9,10000,-1
182,0.882171964645,0.118724745295,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.9,10000,-1
184,0.961604932944,0.0580302751814,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.99,10000,-1
185,0.992308398088,0.159476629008,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.99,10000,-1
187,0.834088782469,0.00878399910708,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.99,10000,-1
188,0.902139151096,0.0146829364019,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.25,10000,-2
190,1.07001021703,0.0518236457339,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.25,10000,-2
191,1.02096606493,0.000720562510237,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.25,10000,-2
193,1.0295096159,0.0388659275734,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.75,10000,-2
194,1.10385938485,0.0308562504731,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.75,10000,-2
196,1.01977914969,0.000785680375131,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.75,10000,-2
197,0.858550985654,0.042987204422,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.9,10000,-2
199,0.902669115861,0.000385658428147,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.9,10000,-2
200,1.0321192503,0.000631674662472,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.9,10000,-2
202,0.939848299821,0.00434428417332,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.99,10000,-2
204,0.913053166866,0.0408290234018,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.99,10000,-2
205,1.10818893512,0.00080811419278,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.99,10000,-2
207,0.863091735045,0.000383760634138,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.25,10000,-3
209,1.04963621696,0.000433022918526,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.25,10000,-3
211,0.890041232109,0.000611274485599,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.25,10000,-3
212,0.814003117879,0.00159702808804,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.75,10000,-3
214,0.968093117078,0.00043020681193,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.75,10000,-3
216,0.891377735138,0.000521584779514,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.75,10000,-3
217,0.881140347322,0.0585862994837,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.9,10000,-3
219,0.90214231809,0.000577877547855,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.9,10000,-3
220,1.02316441536,0.000534012235448,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.9,10000,-3
222,0.971385316054,0.00080396489762,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.95,0.99,10000,-3
223,1.07300374905,0.0477842950067,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.97,0.99,10000,-3
225,1.01115065018,0.00153333280082,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.2,0.99,0.99,10000,-3
